Dataset,File,date,processing_timestamp,Units,HCHO_Mean (molecules/cm²),HCHO_Min (molecules/cm²),HCHO_Max (molecules/cm²),HCHO_Mean (DU),HCHO_Min (DU),HCHO_Max (DU),Min_Lat,Min_Lon,Max_Lat,Max_Lon
OMI-Aura,OMI-Aura_L3-OMHCHOd_2025m0416_v003-2025m0417t171957.nc,4/16/2025,4/17/2025,molecules/cm²,3.88E+26,-9.96E+18,5.00E+32,14434083344,-370.09,1.86E+16,3.85,113.07,42.85,-37.74
OMI-Aura,OMI-Aura_L3-OMHCHOd_2025m0415_v003-2025m0416t080740.nc,4/15/2025,4/16/2025,molecules/cm²,102600000000000,-9.99E+18,4.86E+18,0,-371.53,180.56,-4.25,121.37,-12.55,144.47
OMI-Aura,OMI-Aura_L3-OMHCHOd_2025m0414_v003-2025m0415t071240.nc,4/14/2025,4/15/2025,molecules/cm²,986100000000000,-1.00E+19,1.18E+18,0.04,-371.83,43.88,34.15,-98.55,-14.35,13.36
OMI-Aura,OMI-Aura_L3-OMHCHOd_2025m0413_v003-2025m0414t061611.nc,4/13/2025,4/14/2025,molecules/cm²,234300000000000,-9.91E+18,7.04E+18,0.01,-368.46,261.76,35.45,108.87,-18.85,-23.64
OMI-Aura,OMI-Aura_L3-OMHCHOd_2025m0412_v003-2025m0413t071501.nc,4/12/2025,4/13/2025,molecules/cm²,533800000000000,-9.76E+18,5.40E+18,0.02,-362.95,200.58,38.85,69.67,-7.95,99.27
OMI-Aura,OMI-Aura_L3-OMHCHOd_2025m0411_v003-2025m0412t061522.nc,4/11/2025,4/12/2025,molecules/cm²,1.429E+15,-9.93E+18,6.80E+18,0.05,-369.16,252.71,41.15,2.06,-12.95,-150.75
OMI-Aura,OMI-Aura_L3-OMHCHOd_2025m0410_v003-2025m0411t071920.nc,4/10/2025,4/11/2025,molecules/cm²,-127400000000000,-9.87E+18,7.52E+18,0,-366.74,279.54,9.55,23.76,-1.15,-29.74
OMI-Aura,OMI-Aura_L3-OMHCHOd_2025m0409_v003-2025m0410t064518.nc,4/9/2025,4/10/2025,molecules/cm²,874500000000000,-9.86E+18,1.55E+18,0.03,-366.45,57.43,28.95,-68.94,26.45,103.57
OMI-Aura,OMI-Aura_L3-OMHCHOd_2025m0408_v003-2025m0409t061450.nc,4/8/2025,4/9/2025,molecules/cm²,24690000000000,-9.96E+18,7.06E+18,0,-370.19,262.45,-24.75,24.86,3.55,-148.55
OMI-Aura,OMI-Aura_L3-OMHCHOd_2025m0407_v003-2025m0408t071201.nc,4/7/2025,4/8/2025,molecules/cm²,619100000000000,-1.00E+19,2.25E+18,0.02,-371.76,83.6,51.35,89.77,-14.85,158.47
OMI-Aura,OMI-Aura_L3-OMHCHOd_2025m0406_v003-2025m0407t062454.nc,4/6/2025,4/7/2025,molecules/cm²,282800000000000,-9.97E+18,8.40E+18,0.01,-370.51,312.41,32.55,9.26,-30.25,-43.74
OMI-Aura,OMI-Aura_L3-OMHCHOd_2025m0405_v003-2025m0406t073641.nc,4/5/2025,4/6/2025,molecules/cm²,668000000000000,-9.96E+18,8.64E+18,0.02,-370.3,321.23,-4.55,25.76,43.35,78.57
OMI-Aura,OMI-Aura_L3-OMHCHOd_2025m0404_v003-2025m0405t064718.nc,4/4/2025,4/5/2025,molecules/cm²,1.475E+15,-9.84E+18,6.33E+18,0.05,-365.63,235.17,44.25,68.27,-4.45,-127.05
OMI-Aura,OMI-Aura_L3-OMHCHOd_2025m0403_v003-2025m0404t075149.nc,4/3/2025,4/4/2025,molecules/cm²,518100000000000,-9.99E+18,8.19E+18,0.02,-371.48,304.54,8.55,17.86,3.05,138.17
OMI-Aura,OMI-Aura_L3-OMHCHOd_2025m0402_v003-2025m0403t072232.nc,4/2/2025,4/3/2025,molecules/cm²,1.663E+15,-9.87E+18,5.08E+18,0.06,-366.72,188.74,36.25,-105.05,-6.15,150.27
OMI-Aura,OMI-Aura_L3-OMHCHOd_2025m0401_v003-2025m0402t061532.nc,4/1/2025,4/2/2025,molecules/cm²,1.131E+15,-9.92E+18,1.89E+18,0.04,-368.76,70.4,35.15,80.17,28.85,84.17
OMI-Aura,OMI-Aura_L3-OMHCHOd_2025m0331_v003-2025m0401t071651.nc,3/31/2025,4/1/2025,molecules/cm²,704700000000000,-9.85E+18,6.37E+18,0.03,-366.29,236.78,-10.45,-46.24,-6.25,-52.34
OMI-Aura,OMI-Aura_L3-OMHCHOd_2025m0330_v003-2025m0331t071702.nc,3/30/2025,3/31/2025,molecules/cm²,-2.11E+16,-9.88E+18,9.61E+18,-0.78,-367.1,357.42,15.35,-88.54,1.45,-43.44
OMI-Aura,OMI-Aura_L3-OMHCHOd_2025m0329_v003-2025m0330t071414.nc,3/29/2025,3/30/2025,molecules/cm²,2.414E+15,-9.97E+18,6.30E+18,0.09,-370.48,234.2,-8.65,-75.74,-3.75,130.37
OMI-Aura,OMI-Aura_L3-OMHCHOd_2025m0328_v003-2025m0329t071012.nc,3/28/2025,3/29/2025,molecules/cm²,1.304E+15,-9.98E+18,8.45E+18,0.05,-371.14,314.16,-1.95,-42.74,-18.35,-67.34
OMI-Aura,OMI-Aura_L3-OMHCHOd_2025m0327_v003-2025m0328t061431.nc,3/27/2025,3/28/2025,molecules/cm²,1.396E+15,-9.74E+18,3.90E+17,0.05,-362.24,14.51,5.95,41.46,-10.15,-48.24
OMI-Aura,OMI-Aura_L3-OMHCHOd_2025m0326_v003-2025m0327t075741.nc,3/26/2025,3/27/2025,molecules/cm²,-623800000000000,-9.96E+18,1.72E+18,-0.02,-370.36,63.97,0.35,78.27,19.35,-99.75
OMI-Aura,OMI-Aura_L3-OMHCHOd_2025m0325_v003-2025m0326t071643.nc,3/25/2025,3/26/2025,molecules/cm²,1.708E+15,-9.39E+18,2.46E+17,0.06,-348.96,9.13,7.05,36.46,-14.15,-52.14
OMI-Aura,OMI-Aura_L3-OMHCHOd_2025m0324_v003-2025m0325t081221.nc,3/24/2025,3/25/2025,molecules/cm²,2.2E+15,-9.94E+18,6.55E+18,0.08,-369.67,243.48,-16.25,-70.94,-2.05,-105.95
OMI-Aura,OMI-Aura_L3-OMHCHOd_2025m0323_v003-2025m0324t072354.nc,3/23/2025,3/24/2025,molecules/cm²,1.216E+15,-9.57E+18,9.91E+18,0.05,-355.66,368.43,16.15,-97.04,9.85,0.06
OMI-Aura,OMI-Aura_L3-OMHCHOd_2025m0322_v003-2025m0323t061649.nc,3/22/2025,3/23/2025,molecules/cm²,1.089E+15,-9.96E+18,4.69E+18,0.04,-370.09,174.5,28.15,83.27,-25.35,41.66
OMI-Aura,OMI-Aura_L3-OMHCHOd_2025m0321_v003-2025m0322t071333.nc,3/21/2025,3/22/2025,molecules/cm²,1.387E+15,-9.81E+18,9.01E+18,0.05,-364.58,334.77,-8.15,53.76,8.05,69.97
OMI-Aura,OMI-Aura_L3-OMHCHOd_2025m0320_v003-2025m0321t063804.nc,3/20/2025,3/21/2025,molecules/cm²,1.792E+15,-9.97E+18,7.55E+18,0.07,-370.72,280.53,-22.45,41.66,16.85,43.66
OMI-Aura,OMI-Aura_L3-OMHCHOd_2025m0319_v003-2025m0320t081434.nc,3/19/2025,3/20/2025,molecules/cm²,1.402E+15,-9.96E+18,9.96E+18,0.05,-370.27,370.06,-41.95,179.47,-7.35,100.97
OMI-Aura,OMI-Aura_L3-OMHCHOd_2025m0318_v003-2025m0319t063621.nc,3/18/2025,3/19/2025,molecules/cm²,839700000000000,-9.90E+18,7.65E+18,0.03,-368.13,284.46,44.65,44.06,-17.25,88.27
OMI-Aura,OMI-Aura_L3-OMHCHOd_2025m0317_v003-2025m0318t152929.nc,3/17/2025,3/18/2025,molecules/cm²,587800000000000,-9.84E+18,6.26E+18,0.02,-365.74,232.78,15.25,66.27,4.25,159.67
OMI-Aura,OMI-Aura_L3-OMHCHOd_2025m0316_v003-2025m0317t071415.nc,3/16/2025,3/17/2025,molecules/cm²,285100000000000,-1.00E+19,1.43E+18,0.01,-371.72,53.23,-31.25,135.07,4.05,102.67
OMI-Aura,OMI-Aura_L3-OMHCHOd_2025m0315_v003-2025m0316t061103.nc,3/15/2025,3/16/2025,molecules/cm²,2.047E+15,-9.99E+18,5.25E+18,0.08,-371.33,195.17,-16.85,19.56,-14.15,26.36
OMI-Aura,OMI-Aura_L3-OMHCHOd_2025m0314_v003-2025m0315t081458.nc,3/14/2025,3/15/2025,molecules/cm²,1.107E+15,-9.89E+18,9.03E+18,0.04,-367.5,335.71,-22.65,29.86,-11.95,-46.54
OMI-Aura,OMI-Aura_L3-OMHCHOd_2025m0313_v003-2025m0314t071730.nc,3/13/2025,3/14/2025,molecules/cm²,1.815E+15,-9.95E+18,7.33E+18,0.07,-369.83,272.55,14.05,-90.44,-5.85,29.36
OMI-Aura,OMI-Aura_L3-OMHCHOd_2025m0312_v003-2025m0313t061554.nc,3/12/2025,3/13/2025,molecules/cm²,791600000000000,-9.80E+18,1.78E+18,0.03,-364.23,66.14,-2.55,120.47,-44.65,22.36
OMI-Aura,OMI-Aura_L3-OMHCHOd_2025m0311_v003-2025m0312t071656.nc,3/11/2025,3/12/2025,molecules/cm²,1.552E+15,-9.93E+18,4.63E+18,0.06,-369.02,172.14,28.45,119.27,14.75,123.27
OMI-Aura,OMI-Aura_L3-OMHCHOd_2025m0310_v003-2025m0311t063420.nc,3/10/2025,3/11/2025,molecules/cm²,1.518E+15,-9.52E+18,4.59E+18,0.06,-354.05,170.66,42.35,75.57,1.75,-89.54
OMI-Aura,OMI-Aura_L3-OMHCHOd_2025m0309_v003-2025m0310t071525.nc,3/9/2025,3/10/2025,molecules/cm²,1.189E+15,-9.95E+18,2.08E+17,0.04,-369.78,7.72,43.65,88.67,-27.05,-68.34
OMI-Aura,OMI-Aura_L3-OMHCHOd_2025m0308_v003-2025m0309t071858.nc,3/8/2025,3/9/2025,molecules/cm²,1.656E+15,-9.63E+18,4.95E+18,0.06,-357.82,183.98,-11.65,61.96,-11.85,130.77
OMI-Aura,OMI-Aura_L3-OMHCHOd_2025m0307_v003-2025m0308t081911.nc,3/7/2025,3/8/2025,molecules/cm²,1.642E+15,-9.91E+18,6.30E+18,0.06,-368.33,234.19,33.55,-90.14,-12.35,-140.15
OMI-Aura,OMI-Aura_L3-OMHCHOd_2025m0306_v003-2025m0307t072032.nc,3/6/2025,3/7/2025,molecules/cm²,2.379E+15,-9.95E+18,8.82E+18,0.09,-370.03,327.85,-7.45,-67.04,15.15,-143.65
OMI-Aura,OMI-Aura_L3-OMHCHOd_2025m0305_v003-2025m0306t070135.nc,3/5/2025,3/6/2025,molecules/cm²,1.383E+15,-9.92E+18,4.06E+18,0.05,-368.57,150.73,-3.15,-33.44,8.55,-41.34
OMI-Aura,OMI-Aura_L3-OMHCHOd_2025m0304_v003-2025m0305t071750.nc,3/4/2025,3/5/2025,molecules/cm²,562600000000000,-9.92E+18,7.56E+18,0.02,-368.89,281.15,4.25,-96.54,7.75,156.97
OMI-Aura,OMI-Aura_L3-OMHCHOd_2025m0303_v003-2025m0304t063455.nc,3/3/2025,3/4/2025,molecules/cm²,2.167E+15,-9.93E+18,2.86E+18,0.08,-369.02,106.32,-7.25,-62.34,-46.55,98.47
OMI-Aura,OMI-Aura_L3-OMHCHOd_2025m0302_v003-2025m0303t081914.nc,3/2/2025,3/3/2025,molecules/cm²,2.105E+15,-9.99E+18,7.23E+18,0.08,-371.39,268.59,-30.65,24.96,-43.75,81.47
OMI-Aura,OMI-Aura_L3-OMHCHOd_2025m0301_v003-2025m0303t092953.nc,3/1/2025,3/3/2025,molecules/cm²,1.179E+15,-9.87E+18,6.92E+18,0.04,-366.93,257.38,-9.35,33.16,17.85,-76.94
OMI-Aura,OMI-Aura_L3-OMHCHOd_2025m0228_v003-2025m0302t071520.nc,2/28/2025,3/2/2025,molecules/cm²,1.443E+15,-9.83E+18,7.68E+18,0.05,-365.33,285.59,-24.55,119.17,-43.75,-55.34
OMI-Aura,OMI-Aura_L3-OMHCHOd_2025m0227_v003-2025m0228t225633.nc,2/27/2025,2/28/2025,molecules/cm²,-121500000000000,-9.76E+18,6.54E+18,0,-362.87,243.26,2.15,0.96,6.15,96.07
OMI-Aura,OMI-Aura_L3-OMHCHOd_2025m0226_v003-2025m0227t071605.nc,2/26/2025,2/27/2025,molecules/cm²,243100000000000,-9.91E+18,2.29E+17,0.01,-368.42,8.51,-28.75,-53.44,-26.25,-66.24
OMI-Aura,OMI-Aura_L3-OMHCHOd_2025m0225_v003-2025m0226t071743.nc,2/25/2025,2/26/2025,molecules/cm²,74010000000000,-9.88E+18,8.42E+17,0,-367.32,31.31,42.35,83.47,-12.85,-72.74
OMI-Aura,OMI-Aura_L3-OMHCHOd_2025m0224_v003-2025m0225t072117.nc,2/24/2025,2/25/2025,molecules/cm²,521600000000000,-9.84E+18,7.55E+18,0.02,-365.69,280.8,-14.15,135.07,7.65,-162.05
OMI-Aura,OMI-Aura_L3-OMHCHOd_2025m0223_v003-2025m0224t061601.nc,2/23/2025,2/24/2025,molecules/cm²,474500000000000,-9.86E+18,7.29E+18,0.02,-366.65,271.09,8.55,-80.94,-11.45,14.66
OMI-Aura,OMI-Aura_L3-OMHCHOd_2025m0222_v003-2025m0223t071734.nc,2/22/2025,2/23/2025,molecules/cm²,-317000000000000,-9.90E+18,7.78E+18,-0.01,-368.13,289.26,-14.65,29.36,-64.25,-98.75
OMI-Aura,OMI-Aura_L3-OMHCHOd_2025m0221_v003-2025m0222t064344.nc,2/21/2025,2/22/2025,molecules/cm²,-103700000000000,-9.63E+18,9.29E+18,0,-357.83,345.37,-25.45,-55.94,-10.05,34.76
OMI-Aura,OMI-Aura_L3-OMHCHOd_2025m0220_v003-2025m0221t071534.nc,2/20/2025,2/21/2025,molecules/cm²,-6.206E+15,-9.69E+18,6.13E+18,-0.23,-360.29,227.71,-9.35,24.16,0.25,32.56
OMI-Aura,OMI-Aura_L3-OMHCHOd_2025m0219_v003-2025m0221t093041.nc,2/19/2025,2/21/2025,molecules/cm²,-1.966E+15,-9.98E+18,8.43E+18,-0.07,-370.92,313.26,9.85,29.06,3.65,125.87
OMI-Aura,OMI-Aura_L3-OMHCHOd_2025m0218_v003-2025m0220t065637.nc,2/18/2025,2/20/2025,molecules/cm²,-776300000000000,-9.96E+18,9.34E+18,-0.03,-370.13,347.2,-2.85,-28.94,-13.55,171.87
OMI-Aura,OMI-Aura_L3-OMHCHOd_2025m0217_v003-2025m0218t072111.nc,2/17/2025,2/18/2025,molecules/cm²,-298300000000000,-9.99E+18,5.62E+18,-0.01,-371.52,209.06,30.65,69.77,-6.75,-49.54
OMI-Aura,OMI-Aura_L3-OMHCHOd_2025m0216_v003-2025m0217t061444.nc,2/16/2025,2/17/2025,molecules/cm²,-5.98E+15,-9.90E+18,7.76E+18,-0.22,-367.91,288.62,4.45,-61.14,-21.65,136.37
OMI-Aura,OMI-Aura_L3-OMHCHOd_2025m0215_v003-2025m0216t071352.nc,2/15/2025,2/16/2025,molecules/cm²,-207300000000000,-9.73E+18,3.86E+18,-0.01,-361.78,143.37,-5.95,2.76,20.85,161.87
OMI-Aura,OMI-Aura_L3-OMHCHOd_2025m0214_v003-2025m0215t071438.nc,2/14/2025,2/15/2025,molecules/cm²,910400000000000,-9.78E+18,7.03E+18,0.03,-363.69,261.33,-24.75,137.87,-47.35,-111.05
OMI-Aura,OMI-Aura_L3-OMHCHOd_2025m0213_v003-2025m0214t061705.nc,2/13/2025,2/14/2025,molecules/cm²,285100000000000,-9.95E+18,4.71E+18,0.01,-369.89,175.15,-28.05,25.16,-13.35,140.47
OMI-Aura,OMI-Aura_L3-OMHCHOd_2025m0212_v003-2025m0213t070706.nc,2/12/2025,2/13/2025,molecules/cm²,1.056E+15,-9.90E+18,4.27E+18,0.04,-368.19,158.69,-41.85,-133.95,7.75,-174.55
OMI-Aura,OMI-Aura_L3-OMHCHOd_2025m0211_v003-2025m0212t061458.nc,2/11/2025,2/12/2025,molecules/cm²,790200000000000,-9.82E+18,4.14E+18,0.03,-364.96,153.95,-6.75,116.57,-34.35,65.36
OMI-Aura,OMI-Aura_L3-OMHCHOd_2025m0210_v003-2025m0211t081848.nc,2/10/2025,2/11/2025,molecules/cm²,-35610000000000,-9.85E+18,9.19E+18,0,-366.16,341.64,-17.45,128.77,-11.55,71.67
OMI-Aura,OMI-Aura_L3-OMHCHOd_2025m0209_v003-2025m0210t071653.nc,2/9/2025,2/10/2025,molecules/cm²,950000000000000,-1.00E+19,7.45E+18,0.04,-371.66,277.11,-2.55,133.37,15.75,1.06
OMI-Aura,OMI-Aura_L3-OMHCHOd_2025m0208_v003-2025m0209t082246.nc,2/8/2025,2/9/2025,molecules/cm²,-1.493E+15,-9.87E+18,8.65E+18,-0.06,-366.83,321.55,-31.45,-69.54,-17.55,-64.04
OMI-Aura,OMI-Aura_L3-OMHCHOd_2025m0207_v003-2025m0208t071639.nc,2/7/2025,2/8/2025,molecules/cm²,990000000000000,-9.75E+18,4.25E+18,0.04,-362.32,158,34.15,97.57,-9.65,52.36
OMI-Aura,OMI-Aura_L3-OMHCHOd_2025m0206_v003-2025m0207t061823.nc,2/6/2025,2/7/2025,molecules/cm²,278500000000000,-9.83E+18,6.55E+18,0.01,-365.38,243.5,-26.45,144.87,-18.65,-46.04
OMI-Aura,OMI-Aura_L3-OMHCHOd_2025m0205_v003-2025m0206t074518.nc,2/5/2025,2/6/2025,molecules/cm²,607800000000000,-9.87E+18,7.10E+18,0.02,-366.92,264,-39.15,155.97,-0.85,35.96
OMI-Aura,OMI-Aura_L3-OMHCHOd_2025m0204_v003-2025m0205t065436.nc,2/4/2025,2/5/2025,molecules/cm²,801500000000000,-9.96E+18,7.32E+18,0.03,-370.12,272.19,4.15,-61.14,-1.55,-42.34
OMI-Aura,OMI-Aura_L3-OMHCHOd_2025m0203_v003-2025m0204t155043.nc,2/3/2025,2/4/2025,molecules/cm²,1.094E+15,-9.86E+18,9.98E+17,0.04,-366.71,37.09,-16.15,-70.94,-23.95,21.16
OMI-Aura,OMI-Aura_L3-OMHCHOd_2025m0202_v003-2025m0204t155048.nc,2/2/2025,2/4/2025,molecules/cm²,1.103E+15,-1.00E+19,7.82E+18,0.04,-371.71,290.62,-2.75,32.26,9.05,-74.04
OMI-Aura,OMI-Aura_L3-OMHCHOd_2025m0201_v003-2025m0204t155051.nc,2/1/2025,2/4/2025,molecules/cm²,1.538E+15,-9.96E+18,8.60E+18,0.06,-370.4,319.65,-14.45,145.97,-46.15,-106.05
OMI-Aura,OMI-Aura_L3-OMHCHOd_2025m0131_v003-2025m0205t052204.nc,1/31/2025,2/5/2025,molecules/cm²,-35040000000000,-9.86E+18,7.31E+18,0,-366.36,271.87,-11.95,29.56,-42.25,-51.94
OMI-Aura,OMI-Aura_L3-OMHCHOd_2025m0130_v003-2025m0204t155057.nc,1/30/2025,2/4/2025,molecules/cm²,768100000000000,-9.97E+18,8.56E+18,0.03,-370.5,318.11,-31.55,142.67,0.45,22.36
OMI-Aura,OMI-Aura_L3-OMHCHOd_2025m0129_v003-2025m0204t155100.nc,1/29/2025,2/4/2025,molecules/cm²,685700000000000,-9.83E+18,9.93E+18,0.03,-365.44,369.07,17.05,-4.04,-12.75,-63.14
OMI-Aura,OMI-Aura_L3-OMHCHOd_2025m0128_v003-2025m0204t155057.nc,1/28/2025,2/4/2025,molecules/cm²,829700000000000,-9.81E+18,5.96E+17,0.03,-364.63,22.14,0.75,32.76,-45.45,143.47
OMI-Aura,OMI-Aura_L3-OMHCHOd_2025m0127_v003-2025m0204t154934.nc,1/27/2025,2/4/2025,molecules/cm²,431100000000000,-9.75E+18,4.03E+18,0.02,-362.55,149.61,-9.85,-54.34,3.25,175.47
OMI-Aura,OMI-Aura_L3-OMHCHOd_2025m0126_v003-2025m0204t154914.nc,1/26/2025,2/4/2025,molecules/cm²,483900000000000,-9.87E+18,7.04E+18,0.02,-366.86,261.56,-1.25,129.87,-7.15,138.27
OMI-Aura,OMI-Aura_L3-OMHCHOd_2025m0125_v003-2025m0204t154905.nc,1/25/2025,2/4/2025,molecules/cm²,96480000000000,-9.75E+18,6.20E+18,0,-362.25,230.64,-6.85,140.97,-1.15,-40.24
OMI-Aura,OMI-Aura_L3-OMHCHOd_2025m0124_v003-2025m0204t154905.nc,1/24/2025,2/4/2025,molecules/cm²,651900000000000,-9.84E+18,9.49E+18,0.02,-365.68,352.7,-15.85,26.16,-34.55,117.37
OMI-Aura,OMI-Aura_L3-OMHCHOd_2025m0123_v003-2025m0204t154734.nc,1/23/2025,2/4/2025,molecules/cm²,19240000000000,-9.83E+18,1.32E+18,0,-365.25,49.08,-3.25,37.16,-1.25,-63.14
OMI-Aura,OMI-Aura_L3-OMHCHOd_2025m0122_v003-2025m0204t155026.nc,1/22/2025,2/4/2025,molecules/cm²,347600000000000,-9.96E+18,9.47E+18,0.01,-370.4,351.84,-12.25,-0.34,-28.45,-62.34
OMI-Aura,OMI-Aura_L3-OMHCHOd_2025m0121_v003-2025m0204t154919.nc,1/21/2025,2/4/2025,molecules/cm²,1.073E+15,-9.94E+18,7.56E+18,0.04,-369.42,281.1,-14.05,133.47,-21.65,-53.94
OMI-Aura,OMI-Aura_L3-OMHCHOd_2025m0120_v003-2025m0204t155051.nc,1/20/2025,2/4/2025,molecules/cm²,534500000000000,-9.98E+18,8.75E+18,0.02,-370.95,325.39,-29.95,-50.24,-33.95,164.67
OMI-Aura,OMI-Aura_L3-OMHCHOd_2025m0119_v003-2025m0204t155059.nc,1/19/2025,2/4/2025,molecules/cm²,305700000000000,-9.34E+18,8.43E+18,0.01,-347.19,313.2,-23.05,-65.74,-14.25,136.97
OMI-Aura,OMI-Aura_L3-OMHCHOd_2025m0118_v003-2025m0204t155043.nc,1/18/2025,2/4/2025,molecules/cm²,75510000000000,-9.96E+18,5.91E+17,0,-370.08,21.98,-13.75,136.67,-10.75,32.66
OMI-Aura,OMI-Aura_L3-OMHCHOd_2025m0117_v003-2025m0204t155100.nc,1/17/2025,2/4/2025,molecules/cm²,391900000000000,-1.00E+19,9.07E+18,0.01,-371.57,336.98,-18.55,24.86,-7.15,155.47
OMI-Aura,OMI-Aura_L3-OMHCHOd_2025m0116_v003-2025m0204t154939.nc,1/16/2025,2/4/2025,molecules/cm²,533500000000000,-9.98E+18,9.38E+18,0.02,-371.06,348.69,-12.95,107.57,-30.15,-50.04
OMI-Aura,OMI-Aura_L3-OMHCHOd_2025m0115_v003-2025m0204t154921.nc,1/15/2025,2/4/2025,molecules/cm²,280400000000000,-9.53E+18,5.25E+18,0.01,-354.13,195.18,-2.05,117.17,-9.05,52.76
OMI-Aura,OMI-Aura_L3-OMHCHOd_2025m0114_v003-2025m0204t155114.nc,1/14/2025,2/4/2025,molecules/cm²,84740000000000,-9.71E+18,6.77E+18,0,-360.98,251.55,16.65,-0.24,-22.95,41.46
OMI-Aura,OMI-Aura_L3-OMHCHOd_2025m0113_v003-2025m0204t155126.nc,1/13/2025,2/4/2025,molecules/cm²,472900000000000,-9.96E+18,7.59E+18,0.02,-370.17,282.12,-2.95,110.97,16.15,-95.64
OMI-Aura,OMI-Aura_L3-OMHCHOd_2025m0112_v003-2025m0204t154847.nc,1/12/2025,2/4/2025,molecules/cm²,255700000000000,-9.76E+18,3.93E+18,0.01,-362.66,146.12,-15.85,-71.64,-8.85,92.87
OMI-Aura,OMI-Aura_L3-OMHCHOd_2025m0111_v003-2025m0204t154743.nc,1/11/2025,2/4/2025,molecules/cm²,857400000000000,-9.98E+18,2.31E+17,0.03,-371.17,8.58,1.25,31.86,-3.55,-57.74
OMI-Aura,OMI-Aura_L3-OMHCHOd_2025m0110_v003-2025m0204t154753.nc,1/10/2025,2/4/2025,molecules/cm²,1.26E+15,-9.84E+18,6.55E+18,0.05,-365.69,243.47,-28.75,149.37,-17.55,65.36
OMI-Aura,OMI-Aura_L3-OMHCHOd_2025m0109_v003-2025m0204t154926.nc,1/9/2025,2/4/2025,molecules/cm²,420400000000000,-9.98E+18,6.78E+18,0.02,-370.98,252.01,-21.25,31.96,-15.65,-72.54
OMI-Aura,OMI-Aura_L3-OMHCHOd_2025m0108_v003-2025m0204t154923.nc,1/8/2025,2/4/2025,molecules/cm²,816400000000000,-9.45E+18,6.39E+18,0.03,-351.17,237.39,1.55,111.67,-31.85,-67.14
OMI-Aura,OMI-Aura_L3-OMHCHOd_2025m0107_v003-2025m0204t155036.nc,1/7/2025,2/4/2025,molecules/cm²,800500000000000,-9.84E+18,8.17E+18,0.03,-365.59,303.6,-15.45,26.26,-7.05,69.37
OMI-Aura,OMI-Aura_L3-OMHCHOd_2025m0106_v003-2025m0204t155046.nc,1/6/2025,2/4/2025,molecules/cm²,1.123E+15,-1.00E+19,6.20E+18,0.04,-371.6,230.6,15.45,-91.44,20.55,-174.55
OMI-Aura,OMI-Aura_L3-OMHCHOd_2025m0105_v003-2025m0204t155057.nc,1/5/2025,2/4/2025,molecules/cm²,276900000000000,-9.91E+18,6.70E+18,0.01,-368.52,249.15,-11.75,142.67,-23.05,-80.44
OMI-Aura,OMI-Aura_L3-OMHCHOd_2025m0104_v003-2025m0204t155101.nc,1/4/2025,2/4/2025,molecules/cm²,947800000000000,-9.41E+18,4.27E+18,0.04,-349.7,158.86,-22.85,-42.84,-30.15,170.17
OMI-Aura,OMI-Aura_L3-OMHCHOd_2025m0103_v003-2025m0204t155114.nc,1/3/2025,2/4/2025,molecules/cm²,49990000000000,-9.95E+18,8.58E+18,0,-369.96,318.88,-28.75,119.47,11.85,55.66
OMI-Aura,OMI-Aura_L3-OMHCHOd_2025m0102_v003-2025m0204t155125.nc,1/2/2025,2/4/2025,molecules/cm²,80690000000000,-9.79E+18,7.58E+18,0,-363.91,281.67,-3.25,151.07,-32.35,148.67
OMI-Aura,OMI-Aura_L3-OMHCHOd_2025m0101_v003-2025m0204t155109.nc,1/1/2025,2/4/2025,molecules/cm²,648300000000000,-9.95E+18,7.55E+18,0.02,-369.69,280.71,0.75,34.56,5.25,-169.25
OMI-Aura,OMI-Aura_L3-OMHCHOd_2024m1231_v003-2025m0605t185512.nc,12/31/2024,6/5/2025,molecules/cm²,97310000000000,-1.00E+19,1.08E+18,0,-372,40.21,-21.85,125.97,-24.05,-66.24
OMI-Aura,OMI-Aura_L3-OMHCHOd_2024m1230_v003-2025m0605t185324.nc,12/30/2024,6/5/2025,molecules/cm²,1.057E+15,-9.95E+18,7.69E+18,0.04,-369.78,285.75,-14.75,32.66,-13.75,176.17
OMI-Aura,OMI-Aura_L3-OMHCHOd_2024m1229_v003-2025m0605t185607.nc,12/29/2024,6/5/2025,molecules/cm²,548100000000000,-9.58E+18,8.85E+18,0.02,-356.16,328.83,-20.35,22.56,-17.35,138.37
OMI-Aura,OMI-Aura_L3-OMHCHOd_2024m1228_v003-2025m0605t185257.nc,12/28/2024,6/5/2025,molecules/cm²,-710500000000000,-9.57E+18,8.53E+18,-0.03,-355.88,316.92,39.25,-105.85,-21.25,15.26
OMI-Aura,OMI-Aura_L3-OMHCHOd_2024m1227_v003-2025m0605t185527.nc,12/27/2024,6/5/2025,molecules/cm²,675300000000000,-9.93E+18,8.87E+18,0.03,-369.28,329.88,-0.05,109.27,-9.35,22.66
OMI-Aura,OMI-Aura_L3-OMHCHOd_2024m1226_v003-2025m0605t185452.nc,12/26/2024,6/5/2025,molecules/cm²,722900000000000,-9.96E+18,7.63E+18,0.03,-370.1,283.69,-26.45,26.86,-16.05,35.16
OMI-Aura,OMI-Aura_L3-OMHCHOd_2024m1225_v003-2025m0605t185440.nc,12/25/2024,6/5/2025,molecules/cm²,603100000000000,-9.56E+18,6.19E+18,0.02,-355.3,230.09,-13.45,133.47,-17.35,-68.54
