Dataset,File,date,processing_timestamp,Units,HCHO_Mean (molecules/cm²),HCHO_Min (molecules/cm²),HCHO_Max (molecules/cm²),HCHO_Mean (DU),HCHO_Min (DU),HCHO_Max (DU),Min_Lat,Min_Lon,Max_Lat,Max_Lon,HCHO_7day_MA
OMI-Aura,OMI-Aura_L3-OMHCHOd_2005m0124_v003-2019m0725t201223.nc,2005-01-24,7/25/2019,molecules/cm²,3168000000000000.0,-5.03e+17,1.28e+17,0.12,-18.69,4.74,-0.35,37.16,8.95,7.56,0.11571428571428573
OMI-Aura,OMI-Aura_L3-OMHCHOd_2005m0125_v003-2019m0725t201108.nc,2005-01-25,7/25/2019,molecules/cm²,3249000000000000.0,-6.6e+17,1.85e+17,0.12,-24.52,6.89,-26.75,-67.14,-48.95,-61.04,0.11714285714285715
OMI-Aura,OMI-Aura_L3-OMHCHOd_2005m0126_v003-2019m0725t200653.nc,2005-01-26,7/25/2019,molecules/cm²,3162000000000000.0,-4.92e+17,1.52e+17,0.12,-18.3,5.66,-4.55,-57.84,-28.15,-68.44,0.11714285714285715
OMI-Aura,OMI-Aura_L3-OMHCHOd_2005m0127_v003-2019m0725t201110.nc,2005-01-27,7/25/2019,molecules/cm²,3209000000000000.0,-2.81e+17,1.33e+17,0.12,-10.43,4.96,-15.55,128.67,0.05,-50.64,0.11714285714285715
OMI-Aura,OMI-Aura_L3-OMHCHOd_2005m0128_v003-2019m0725t202756.nc,2005-01-28,7/25/2019,molecules/cm²,3184000000000000.0,-5.02e+17,1.1e+17,0.12,-18.66,4.07,-21.15,23.06,-33.05,-69.94,0.11857142857142856
OMI-Aura,OMI-Aura_L3-OMHCHOd_2005m0129_v003-2019m0725t201041.nc,2005-01-29,7/25/2019,molecules/cm²,3499000000000000.0,-3.09e+17,1.72e+17,0.13,-11.49,6.38,-4.65,125.97,-27.85,-67.84,0.11999999999999998
OMI-Aura,OMI-Aura_L3-OMHCHOd_2005m0130_v003-2019m0725t200613.nc,2005-01-30,7/25/2019,molecules/cm²,3227000000000000.0,-4.24e+17,1.6e+17,0.12,-15.75,5.96,-16.45,-49.04,-12.95,-52.94,0.12142857142857141
OMI-Aura,OMI-Aura_L3-OMHCHOd_2005m0131_v003-2019m0725t201404.nc,2005-01-31,7/25/2019,molecules/cm²,3146000000000000.0,-4.28e+17,1.53e+17,0.12,-15.92,5.68,16.05,-91.44,1.75,30.46,0.12142857142857141
OMI-Aura,OMI-Aura_L3-OMHCHOd_2005m0201_v003-2019m0725t201251.nc,2005-02-01,7/25/2019,molecules/cm²,3153000000000000.0,-5.38e+17,1.45e+17,0.12,-20.02,5.41,-24.05,29.56,-20.25,-68.84,0.12142857142857141
OMI-Aura,OMI-Aura_L3-OMHCHOd_2005m0202_v003-2019m0725t203936.nc,2005-02-02,7/25/2019,molecules/cm²,3177000000000000.0,-3.22e+17,1.91e+17,0.12,-11.97,7.11,-9.85,16.06,-17.05,-54.54,0.12142857142857141
OMI-Aura,OMI-Aura_L3-OMHCHOd_2005m0203_v003-2019m0725t201240.nc,2005-02-03,7/25/2019,molecules/cm²,3088000000000000.0,-1.26e+18,1.26e+17,0.11,-46.94,4.68,-24.25,-66.24,-26.95,-65.84,0.12
OMI-Aura,OMI-Aura_L3-OMHCHOd_2005m0204_v003-2019m0725t201437.nc,2005-02-04,7/25/2019,molecules/cm²,3169000000000000.0,-2.79e+17,1.71e+17,0.12,-10.35,6.35,-24.25,-65.44,-22.15,-49.54,0.12
OMI-Aura,OMI-Aura_L3-OMHCHOd_2005m0205_v003-2019m0725t201353.nc,2005-02-05,7/25/2019,molecules/cm²,3403000000000000.0,-2.45e+17,5.47e+17,0.13,-9.11,20.32,-12.85,-43.44,9.05,-70.94,0.11999999999999998
OMI-Aura,OMI-Aura_L3-OMHCHOd_2005m0206_v003-2019m0725t202003.nc,2005-02-06,7/25/2019,molecules/cm²,3277000000000000.0,-5.41e+17,2.08e+17,0.12,-20.09,7.74,-43.15,-67.74,-28.75,-69.84,0.12000000000000001
OMI-Aura,OMI-Aura_L3-OMHCHOd_2005m0207_v003-2019m0725t203947.nc,2005-02-07,7/25/2019,molecules/cm²,3120000000000000.0,-7.48e+17,2.01e+17,0.12,-27.82,7.47,29.75,101.57,-21.85,-66.34,0.11999999999999998
OMI-Aura,OMI-Aura_L3-OMHCHOd_2005m0208_v003-2019m0725t201255.nc,2005-02-08,7/25/2019,molecules/cm²,3141000000000000.0,-4.99e+17,1.93e+17,0.12,-18.55,7.19,-15.05,-72.94,-14.45,-73.64,0.12000000000000001
OMI-Aura,OMI-Aura_L3-OMHCHOd_2005m0209_v003-2019m0725t202019.nc,2005-02-09,7/25/2019,molecules/cm²,2910000000000000.0,-7.75e+17,1.56e+17,0.11,-28.8,5.81,28.65,83.27,-8.15,111.87,0.11857142857142856
OMI-Aura,OMI-Aura_L3-OMHCHOd_2005m0210_v003-2019m0725t201346.nc,2005-02-10,7/25/2019,molecules/cm²,2910000000000000.0,-6.8e+17,1.36e+17,0.11,-25.29,5.06,-5.55,28.66,-15.65,28.66,0.11857142857142856
OMI-Aura,OMI-Aura_L3-OMHCHOd_2005m0211_v003-2019m0725t201352.nc,2005-02-11,7/25/2019,molecules/cm²,2951000000000000.0,-1.16e+18,2.13e+17,0.11,-43.07,7.9,-26.65,29.16,-3.55,138.87,0.11714285714285713
OMI-Aura,OMI-Aura_L3-OMHCHOd_2005m0212_v003-2019m0725t203105.nc,2005-02-12,7/25/2019,molecules/cm²,2969000000000000.0,-3.17e+17,1.45e+17,0.11,-11.79,5.4,32.05,96.47,-33.15,-69.44,0.11428571428571428
OMI-Aura,OMI-Aura_L3-OMHCHOd_2005m0213_v003-2019m0725t203253.nc,2005-02-13,7/25/2019,molecules/cm²,3154000000000000.0,-7.82e+17,1.18e+17,0.12,-29.05,4.39,9.55,42.46,-3.05,-57.74,0.11428571428571428
OMI-Aura,OMI-Aura_L3-OMHCHOd_2005m0214_v003-2019m0725t202030.nc,2005-02-14,7/25/2019,molecules/cm²,5.24e+16,-4.79e+17,1.73e+23,1.95,-17.79,6444429.4,0.65,31.16,-10.35,31.76,0.3757142857142857
OMI-Aura,OMI-Aura_L3-OMHCHOd_2005m0215_v003-2019m0725t201726.nc,2005-02-15,7/25/2019,molecules/cm²,3427000000000000.0,-2.73e+17,1.26e+17,0.13,-10.16,4.67,38.75,12.46,-3.05,-51.54,0.3771428571428571
OMI-Aura,OMI-Aura_L3-OMHCHOd_2005m0216_v003-2019m0725t202034.nc,2005-02-16,7/25/2019,molecules/cm²,3630000000000000.0,-4.36e+17,1.05e+17,0.13,-16.2,3.92,-4.15,136.37,-29.85,20.06,0.38
OMI-Aura,OMI-Aura_L3-OMHCHOd_2005m0217_v003-2019m0725t202640.nc,2005-02-17,7/25/2019,molecules/cm²,3595000000000000.0,-1.09e+18,3.28e+17,0.13,-40.4,12.18,28.75,92.57,-32.75,-69.94,0.3828571428571429
OMI-Aura,OMI-Aura_L3-OMHCHOd_2005m0218_v003-2019m0725t202741.nc,2005-02-18,7/25/2019,molecules/cm²,3573000000000000.0,-3.98e+17,1.87e+17,0.13,-14.81,6.96,-27.75,-59.94,-10.15,-149.25,0.38571428571428573
OMI-Aura,OMI-Aura_L3-OMHCHOd_2005m0219_v003-2019m0725t203730.nc,2005-02-19,7/25/2019,molecules/cm²,3559000000000000.0,-4.84e+17,2.33e+17,0.13,-17.98,8.66,-15.95,49.46,-22.35,-68.84,0.3885714285714285
OMI-Aura,OMI-Aura_L3-OMHCHOd_2005m0220_v003-2019m0725t202007.nc,2005-02-20,7/25/2019,molecules/cm²,3483000000000000.0,-5.45e+17,1.69e+17,0.13,-20.24,6.28,8.95,-9.64,-19.35,-54.04,0.38999999999999996
OMI-Aura,OMI-Aura_L3-OMHCHOd_2005m0221_v003-2019m0725t203440.nc,2005-02-21,7/25/2019,molecules/cm²,3782000000000000.0,-5.47e+17,5.87e+17,0.14,-20.32,21.81,-9.45,32.96,8.95,-71.04,0.13142857142857142
OMI-Aura,OMI-Aura_L3-OMHCHOd_2005m0222_v003-2019m0725t201558.nc,2005-02-22,7/25/2019,molecules/cm²,3617000000000000.0,-4.37e+17,2.35e+17,0.13,-16.23,8.74,-8.85,21.96,-12.85,21.76,0.13142857142857142
OMI-Aura,OMI-Aura_L3-OMHCHOd_2005m0223_v003-2019m0725t202657.nc,2005-02-23,7/25/2019,molecules/cm²,3568000000000000.0,-6.72e+17,1.43e+17,0.13,-24.99,5.3,-21.35,-60.34,8.85,-71.14,0.13142857142857142
OMI-Aura,OMI-Aura_L3-OMHCHOd_2005m0224_v003-2019m0725t202807.nc,2005-02-24,7/25/2019,molecules/cm²,3561000000000000.0,-9.05e+17,2.33e+17,0.13,-33.65,8.65,28.45,92.37,-17.35,-69.84,0.13142857142857142
OMI-Aura,OMI-Aura_L3-OMHCHOd_2005m0225_v003-2019m0725t204145.nc,2005-02-25,7/25/2019,molecules/cm²,3630000000000000.0,-4.82e+17,2.36e+17,0.13,-17.93,8.79,31.25,80.67,-4.65,135.97,0.13142857142857142
OMI-Aura,OMI-Aura_L3-OMHCHOd_2005m0226_v003-2019m0725t202326.nc,2005-02-26,7/25/2019,molecules/cm²,3459000000000000.0,-7.86e+17,2.49e+17,0.13,-29.22,9.24,-17.25,-68.84,-25.95,-64.94,0.13142857142857142
OMI-Aura,OMI-Aura_L3-OMHCHOd_2005m0227_v003-2019m0725t201622.nc,2005-02-27,7/25/2019,molecules/cm²,3538000000000000.0,-5.65e+17,1.48e+17,0.13,-20.98,5.49,-23.25,44.86,-23.45,44.26,0.13142857142857142
OMI-Aura,OMI-Aura_L3-OMHCHOd_2005m0228_v003-2019m0725t203834.nc,2005-02-28,7/25/2019,molecules/cm²,3609000000000000.0,-3.26e+17,2.44e+17,0.13,-12.12,9.08,42.95,-5.74,-32.05,-70.04,0.13
OMI-Aura,OMI-Aura_L3-OMHCHOd_2005m0301_v003-2019m0725t201247.nc,2005-03-01,7/25/2019,molecules/cm²,3610000000000000.0,-5.06e+17,1.57e+17,0.13,-18.8,5.84,42.75,82.37,28.65,82.97,0.13
OMI-Aura,OMI-Aura_L3-OMHCHOd_2005m0302_v003-2019m0725t202553.nc,2005-03-02,7/25/2019,molecules/cm²,3872000000000000.0,-6.42e+17,1.8e+17,0.14,-23.87,6.68,-12.75,35.16,-36.35,-59.04,0.13142857142857142
OMI-Aura,OMI-Aura_L3-OMHCHOd_2005m0303_v003-2019m0725t202434.nc,2005-03-03,7/25/2019,molecules/cm²,3710000000000000.0,-7.12e+17,2.5e+17,0.14,-26.48,9.29,2.45,96.37,-27.65,-68.54,0.13285714285714287
OMI-Aura,OMI-Aura_L3-OMHCHOd_2005m0304_v003-2019m0725t202354.nc,2005-03-04,7/25/2019,molecules/cm²,3579000000000000.0,-4.97e+17,1.82e+17,0.13,-18.47,6.76,-1.05,35.76,-12.35,37.06,0.13285714285714287
OMI-Aura,OMI-Aura_L3-OMHCHOd_2005m0305_v003-2019m0725t202349.nc,2005-03-05,7/25/2019,molecules/cm²,3604000000000000.0,-2.08e+17,2.11e+17,0.13,-7.72,7.83,35.15,-156.45,-27.35,-68.34,0.13285714285714287
OMI-Aura,OMI-Aura_L3-OMHCHOd_2005m0306_v003-2019m0725t202749.nc,2005-03-06,7/25/2019,molecules/cm²,3435000000000000.0,-2.09e+17,1.02e+17,0.13,-7.75,3.79,35.15,-167.25,28.85,82.67,0.13285714285714287
OMI-Aura,OMI-Aura_L3-OMHCHOd_2005m0307_v003-2019m0725t203037.nc,2005-03-07,7/25/2019,molecules/cm²,3691000000000000.0,-9.48e+17,2.28e+17,0.14,-35.26,8.48,-19.85,-65.64,-27.55,-68.14,0.13428571428571429
OMI-Aura,OMI-Aura_L3-OMHCHOd_2005m0308_v003-2019m0725t203133.nc,2005-03-08,7/25/2019,molecules/cm²,3711000000000000.0,-6.25e+17,1.56e+17,0.14,-23.24,5.79,-11.45,94.77,-27.95,-68.84,0.13571428571428573
OMI-Aura,OMI-Aura_L3-OMHCHOd_2005m0309_v003-2019m0725t202419.nc,2005-03-09,7/25/2019,molecules/cm²,3709000000000000.0,-1.1e+18,5.59e+17,0.14,-40.79,20.79,28.45,91.47,8.85,-71.04,0.13571428571428573
OMI-Aura,OMI-Aura_L3-OMHCHOd_2005m0310_v003-2019m0725t202533.nc,2005-03-10,7/25/2019,molecules/cm²,3652000000000000.0,-5.19e+17,5.46e+18,0.14,-19.28,202.97,-22.75,-50.54,-11.25,-26.04,0.13571428571428573
OMI-Aura,OMI-Aura_L3-OMHCHOd_2005m0311_v003-2019m0725t201824.nc,2005-03-11,7/25/2019,molecules/cm²,3737000000000000.0,-3.73e+17,1.62e+17,0.14,-13.86,6.01,-41.05,-59.94,-21.45,-65.74,0.13714285714285715
OMI-Aura,OMI-Aura_L3-OMHCHOd_2005m0312_v003-2019m0725t202649.nc,2005-03-12,7/25/2019,molecules/cm²,3891000000000000.0,-5.26e+17,1.67e+17,0.14,-19.57,6.21,8.15,39.66,-12.45,-75.44,0.1385714285714286
OMI-Aura,OMI-Aura_L3-OMHCHOd_2005m0313_v003-2019m0725t203434.nc,2005-03-13,7/25/2019,molecules/cm²,3857000000000000.0,-1.27e+18,1.59e+17,0.14,-47.19,5.9,30.75,79.17,28.75,83.07,0.14
OMI-Aura,OMI-Aura_L3-OMHCHOd_2005m0314_v003-2019m0725t203204.nc,2005-03-14,7/25/2019,molecules/cm²,3620000000000000.0,-3.85e+17,1.88e+17,0.13,-14.31,6.99,-15.55,-69.24,-23.05,-65.74,0.1385714285714286
OMI-Aura,OMI-Aura_L3-OMHCHOd_2005m0315_v003-2019m0725t203103.nc,2005-03-15,7/25/2019,molecules/cm²,3672000000000000.0,-5.95e+17,1.2e+17,0.14,-22.1,4.47,-35.85,147.47,-36.85,144.27,0.1385714285714286
OMI-Aura,OMI-Aura_L3-OMHCHOd_2005m0316_v003-2019m0725t202304.nc,2005-03-16,7/25/2019,molecules/cm²,3492000000000000.0,-3.51e+17,3.4e+17,0.13,-13.03,12.63,-17.25,-66.44,20.35,-99.95,0.13714285714285715
OMI-Aura,OMI-Aura_L3-OMHCHOd_2005m0317_v003-2019m0725t203248.nc,2005-03-17,7/25/2019,molecules/cm²,3492000000000000.0,-7.31e+17,2.06e+17,0.13,-27.18,7.66,-3.85,-79.64,-19.15,-58.14,0.13571428571428573
OMI-Aura,OMI-Aura_L3-OMHCHOd_2005m0318_v003-2019m0725t203430.nc,2005-03-18,7/25/2019,molecules/cm²,3598000000000000.0,-6.47e+17,1.63e+17,0.13,-24.05,6.05,23.95,93.97,35.05,91.27,0.13428571428571429
OMI-Aura,OMI-Aura_L3-OMHCHOd_2005m0319_v003-2019m0725t203256.nc,2005-03-19,7/25/2019,molecules/cm²,3527000000000000.0,-1.59e+17,1.3e+17,0.13,-5.9,4.85,-28.05,-70.34,22.55,93.67,0.13285714285714287
OMI-Aura,OMI-Aura_L3-OMHCHOd_2005m0320_v003-2019m0725t203231.nc,2005-03-20,7/25/2019,molecules/cm²,3381000000000000.0,-2.41e+17,3.29e+17,0.13,-8.97,12.22,-22.85,-43.54,-21.55,-65.04,0.13142857142857142
OMI-Aura,OMI-Aura_L3-OMHCHOd_2005m0321_v003-2019m0725t203300.nc,2005-03-21,7/25/2019,molecules/cm²,3632000000000000.0,-9.12e+17,1.95e+17,0.14,-33.9,7.26,-15.25,-71.54,23.05,93.77,0.13285714285714287
OMI-Aura,OMI-Aura_L3-OMHCHOd_2005m0322_v003-2019m0725t203254.nc,2005-03-22,7/25/2019,molecules/cm²,3500000000000000.0,-7.82e+17,1.48e+17,0.13,-29.07,5.49,-6.85,139.97,19.35,-155.75,0.13142857142857142
OMI-Aura,OMI-Aura_L3-OMHCHOd_2005m0323_v003-2019m0725t203420.nc,2005-03-23,7/25/2019,molecules/cm²,3504000000000000.0,-3.27e+17,1.95e+17,0.13,-12.14,7.25,4.25,26.86,-21.55,-65.04,0.13142857142857142
OMI-Aura,OMI-Aura_L3-OMHCHOd_2005m0324_v003-2019m0725t203259.nc,2005-03-24,7/25/2019,molecules/cm²,3528000000000000.0,-6.27e+17,1.74e+17,0.13,-23.3,6.46,-21.95,-51.24,1.65,29.96,0.13142857142857142
OMI-Aura,OMI-Aura_L3-OMHCHOd_2005m0325_v003-2019m0725t203150.nc,2005-03-25,7/25/2019,molecules/cm²,3498000000000000.0,-5.02e+17,1.28e+17,0.13,-18.64,4.75,29.75,98.17,24.65,102.57,0.13142857142857142
OMI-Aura,OMI-Aura_L3-OMHCHOd_2005m0326_v003-2019m0725t203032.nc,2005-03-26,7/25/2019,molecules/cm²,3696000000000000.0,-5.87e+17,1e+17,0.14,-21.83,3.72,-5.55,119.67,-15.05,-72.14,0.13285714285714287
OMI-Aura,OMI-Aura_L3-OMHCHOd_2005m0327_v003-2019m0725t203044.nc,2005-03-27,7/25/2019,molecules/cm²,3159000000000000.0,-7.03e+17,2.75e+17,0.12,-26.13,10.23,19.35,103.47,-9.55,34.86,0.13142857142857142
OMI-Aura,OMI-Aura_L3-OMHCHOd_2005m0328_v003-2019m0725t203140.nc,2005-03-28,7/25/2019,molecules/cm²,3088000000000000.0,-4.06e+17,1.36e+17,0.11,-15.09,5.04,28.55,90.57,28.55,83.17,0.12714285714285714
OMI-Aura,OMI-Aura_L3-OMHCHOd_2005m0329_v003-2019m0725t203418.nc,2005-03-29,7/25/2019,molecules/cm²,3220000000000000.0,-8.02e+17,1.8e+17,0.12,-29.8,6.69,-8.75,15.36,28.65,83.07,0.12571428571428572
OMI-Aura,OMI-Aura_L3-OMHCHOd_2005m0330_v003-2019m0725t203429.nc,2005-03-30,7/25/2019,molecules/cm²,3361000000000000.0,-6.85e+17,1.61e+17,0.12,-25.46,6.0,19.15,-99.25,21.25,93.87,0.12428571428571429
OMI-Aura,OMI-Aura_L3-OMHCHOd_2005m0331_v003-2019m0725t202703.nc,2005-03-31,7/25/2019,molecules/cm²,3456000000000000.0,-5.44e+17,1.52e+17,0.13,-20.21,5.63,-21.15,-58.94,28.85,82.67,0.12428571428571429
OMI-Aura,OMI-Aura_L3-OMHCHOd_2005m0401_v003-2019m0725t204939.nc,2005-04-01,7/25/2019,molecules/cm²,3233000000000000.0,-4.3e+17,2.97e+17,0.12,-15.98,11.05,-10.45,25.16,-13.05,-43.24,0.12285714285714286
OMI-Aura,OMI-Aura_L3-OMHCHOd_2005m0402_v003-2019m0725t203453.nc,2005-04-02,7/25/2019,molecules/cm²,3249000000000000.0,-4.53e+17,2.8e+17,0.12,-16.86,10.41,17.85,82.07,-26.15,-66.24,0.12
OMI-Aura,OMI-Aura_L3-OMHCHOd_2005m0403_v003-2019m0725t203451.nc,2005-04-03,7/25/2019,molecules/cm²,3167000000000000.0,-5.08e+17,1.98e+17,0.12,-18.89,7.35,27.95,100.27,-26.95,-65.74,0.12
OMI-Aura,OMI-Aura_L3-OMHCHOd_2005m0404_v003-2019m0725t204413.nc,2005-04-04,7/25/2019,molecules/cm²,3396000000000000.0,-4.66e+17,1.29e+17,0.13,-17.31,4.8,32.45,63.66,-10.25,-48.54,0.12285714285714286
OMI-Aura,OMI-Aura_L3-OMHCHOd_2005m0405_v003-2019m0725t203800.nc,2005-04-05,7/25/2019,molecules/cm²,3464000000000000.0,-4.65e+17,1.24e+18,0.13,-17.27,46.07,24.55,-100.45,24.75,100.17,0.12428571428571429
OMI-Aura,OMI-Aura_L3-OMHCHOd_2005m0406_v003-2019m0725t203845.nc,2005-04-06,7/25/2019,molecules/cm²,3490000000000000.0,-5.38e+17,2.66e+17,0.13,-20.0,9.87,36.25,91.87,-4.05,-49.74,0.12571428571428572
OMI-Aura,OMI-Aura_L3-OMHCHOd_2005m0407_v003-2019m0725t204340.nc,2005-04-07,7/25/2019,molecules/cm²,2.21e+16,-5.47e+17,3.03e+22,0.82,-20.34,1124684.69,42.35,28.46,-19.95,-41.24,0.22428571428571425
OMI-Aura,OMI-Aura_L3-OMHCHOd_2005m0408_v003-2019m0725t204340.nc,2005-04-08,7/25/2019,molecules/cm²,3606000000000000.0,-3.9e+17,2.53e+17,0.13,-14.5,9.39,33.05,69.77,-26.95,-65.74,0.2257142857142857
OMI-Aura,OMI-Aura_L3-OMHCHOd_2005m0409_v003-2019m0725t204954.nc,2005-04-09,7/25/2019,molecules/cm²,3393000000000000.0,-1.15e+18,3.72e+17,0.13,-42.61,13.83,28.75,92.27,-18.25,-50.24,0.22714285714285712
OMI-Aura,OMI-Aura_L3-OMHCHOd_2005m0410_v003-2019m0725t203833.nc,2005-04-10,7/25/2019,molecules/cm²,3231000000000000.0,-5.53e+17,3.45e+17,0.12,-20.57,12.82,11.95,102.57,-10.25,-43.74,0.22714285714285712
OMI-Aura,OMI-Aura_L3-OMHCHOd_2005m0411_v003-2019m0725t204502.nc,2005-04-11,7/25/2019,molecules/cm²,3200000000000000.0,-4.64e+17,1.75e+17,0.12,-17.25,6.51,4.05,-54.84,-32.35,26.36,0.22571428571428573
OMI-Aura,OMI-Aura_L3-OMHCHOd_2005m0412_v003-2019m0725t203858.nc,2005-04-12,7/25/2019,molecules/cm²,3279000000000000.0,-3.5e+17,2e+17,0.12,-12.99,7.44,6.35,121.57,21.65,102.27,0.22428571428571428
OMI-Aura,OMI-Aura_L3-OMHCHOd_2005m0413_v003-2019m0725t203853.nc,2005-04-13,7/25/2019,molecules/cm²,3209000000000000.0,-5.98e+17,1.96e+17,0.12,-22.23,7.29,-0.55,98.57,-1.85,-56.54,0.22285714285714286
OMI-Aura,OMI-Aura_L3-OMHCHOd_2005m0414_v003-2019m0725t203914.nc,2005-04-14,7/25/2019,molecules/cm²,3196000000000000.0,-6.12e+17,3.93e+17,0.12,-22.77,14.61,2.15,29.96,15.35,-90.94,0.12285714285714286
OMI-Aura,OMI-Aura_L3-OMHCHOd_2005m0415_v003-2019m0725t203553.nc,2005-04-15,7/25/2019,molecules/cm²,3459000000000000.0,-7.73e+17,3.54e+17,0.13,-28.73,13.14,19.35,-101.45,-14.65,-33.24,0.12285714285714286
OMI-Aura,OMI-Aura_L3-OMHCHOd_2005m0416_v003-2019m0725t204946.nc,2005-04-16,7/25/2019,molecules/cm²,3604000000000000.0,-4.23e+17,1.24e+17,0.13,-15.73,4.62,10.25,37.96,28.45,85.67,0.12285714285714286
OMI-Aura,OMI-Aura_L3-OMHCHOd_2005m0417_v003-2019m0725t203731.nc,2005-04-17,7/25/2019,molecules/cm²,3523000000000000.0,-5.13e+17,2.44e+17,0.13,-19.07,9.08,35.15,70.77,25.65,-106.75,0.12428571428571429
OMI-Aura,OMI-Aura_L3-OMHCHOd_2005m0418_v003-2019m0725t204307.nc,2005-04-18,7/25/2019,molecules/cm²,3541000000000000.0,-8.71e+17,2.49e+17,0.13,-32.38,9.24,-31.85,-99.05,28.75,83.07,0.12571428571428572
OMI-Aura,OMI-Aura_L3-OMHCHOd_2005m0419_v003-2019m0725t203924.nc,2005-04-19,7/25/2019,molecules/cm²,3584000000000000.0,-3.45e+17,1.87e+17,0.13,-12.84,6.93,-29.15,-65.74,-33.85,-65.64,0.12714285714285714
OMI-Aura,OMI-Aura_L3-OMHCHOd_2005m0420_v003-2019m0725t203843.nc,2005-04-20,7/25/2019,molecules/cm²,3400000000000000.0,-7.84e+17,1.61e+17,0.13,-29.13,5.97,28.65,88.87,28.65,92.57,0.1285714285714286
OMI-Aura,OMI-Aura_L3-OMHCHOd_2005m0421_v003-2019m0725t203914.nc,2005-04-21,7/25/2019,molecules/cm²,3521000000000000.0,-3.53e+17,2.57e+17,0.13,-13.14,9.53,-6.75,-62.34,-3.25,35.16,0.13
OMI-Aura,OMI-Aura_L3-OMHCHOd_2005m0422_v003-2019m0725t203012.nc,2005-04-22,7/25/2019,molecules/cm²,3684000000000000.0,-3.63e+17,3.6e+17,0.14,-13.49,13.37,-9.45,26.26,-24.75,-66.04,0.13142857142857142
OMI-Aura,OMI-Aura_L3-OMHCHOd_2005m0423_v003-2019m0725t205157.nc,2005-04-23,7/25/2019,molecules/cm²,3669000000000000.0,-7.69e+17,1.22e+17,0.14,-28.59,4.52,30.85,69.57,17.35,106.07,0.13285714285714287
OMI-Aura,OMI-Aura_L3-OMHCHOd_2005m0424_v003-2019m0725t204301.nc,2005-04-24,7/25/2019,molecules/cm²,3449000000000000.0,-3.93e+17,1.47e+17,0.13,-14.6,5.47,-3.05,128.47,1.45,-47.74,0.13285714285714287
OMI-Aura,OMI-Aura_L3-OMHCHOd_2005m0425_v003-2019m0725t204912.nc,2005-04-25,7/25/2019,molecules/cm²,3274000000000000.0,-4.2e+17,1.76e+17,0.12,-15.61,6.55,42.25,84.77,32.85,104.37,0.13142857142857142
OMI-Aura,OMI-Aura_L3-OMHCHOd_2005m0426_v003-2019m0725t203410.nc,2005-04-26,7/25/2019,molecules/cm²,3278000000000000.0,-6.57e+17,2.39e+17,0.12,-24.44,8.89,-17.15,35.86,4.85,28.76,0.13
OMI-Aura,OMI-Aura_L3-OMHCHOd_2005m0427_v003-2019m0725t203348.nc,2005-04-27,7/25/2019,molecules/cm²,3802000000000000.0,-6.89e+16,2.17e+17,0.14,-2.56,8.05,-23.45,-66.04,-14.85,-50.74,0.13142857142857142
OMI-Aura,OMI-Aura_L3-OMHCHOd_2005m0428_v003-2019m0725t204229.nc,2005-04-28,7/25/2019,molecules/cm²,3379000000000000.0,-5.76e+17,1.96e+17,0.13,-21.4,7.27,24.35,97.37,-27.25,-66.24,0.13142857142857142
OMI-Aura,OMI-Aura_L3-OMHCHOd_2005m0429_v003-2019m0725t204227.nc,2005-04-29,7/25/2019,molecules/cm²,3290000000000000.0,-5.32e+17,1.9e+17,0.12,-19.78,7.05,-33.65,-60.24,33.45,-109.25,0.1285714285714286
OMI-Aura,OMI-Aura_L3-OMHCHOd_2005m0430_v003-2019m0725t204847.nc,2005-04-30,7/25/2019,molecules/cm²,3178000000000000.0,-7.52e+17,2.06e+17,0.12,-27.94,7.66,30.85,80.97,-23.65,-86.14,0.12571428571428572
OMI-Aura,OMI-Aura_L3-OMHCHOd_2005m0501_v003-2019m0725t204326.nc,2005-05-01,7/25/2019,molecules/cm²,3265000000000000.0,-5.12e+17,2.12e+17,0.12,-19.05,7.89,9.45,42.66,-9.65,-76.44,0.12428571428571429
OMI-Aura,OMI-Aura_L3-OMHCHOd_2005m0502_v003-2019m0725t203737.nc,2005-05-02,7/25/2019,molecules/cm²,3387000000000000.0,-5.16e+17,2.4e+17,0.13,-19.19,8.92,9.85,13.36,35.25,80.37,0.12571428571428572
OMI-Aura,OMI-Aura_L3-OMHCHOd_2005m0503_v003-2019m0725t205753.nc,2005-05-03,7/25/2019,molecules/cm²,3287000000000000.0,-5.1e+17,2.89e+17,0.12,-18.96,10.76,8.55,27.46,-14.05,-69.74,0.12571428571428572
OMI-Aura,OMI-Aura_L3-OMHCHOd_2005m0504_v003-2019m0725t205756.nc,2005-05-04,7/25/2019,molecules/cm²,3395000000000000.0,-4.26e+17,1.21e+17,0.13,-15.85,4.49,7.15,-80.64,-12.45,-75.54,0.12428571428571429
OMI-Aura,OMI-Aura_L3-OMHCHOd_2005m0505_v003-2019m0725t204752.nc,2005-05-05,7/25/2019,molecules/cm²,3383000000000000.0,-7.05e+17,2.12e+17,0.13,-26.2,7.89,-22.15,-66.94,34.95,73.37,0.12428571428571429
OMI-Aura,OMI-Aura_L3-OMHCHOd_2005m0506_v003-2019m0725t205806.nc,2005-05-06,7/25/2019,molecules/cm²,3124000000000000.0,-4.43e+17,1.22e+17,0.12,-16.47,4.53,0.35,123.47,-14.75,-71.04,0.12428571428571429
